datestop=5142014, pct=48, crimsusp=CRIMINAL MISCHIEF, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=6'0''- 6'5'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=T, premname=PUBLIC SIDEWALK, city=BRONX
datestop=5092014, pct=62, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5212014, pct=14, crimsusp=FEL, typeofid=O, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=T, premname=COMMERCIAL BUILDING/STARB, city=MANHATTAN
datestop=5202014, pct=79, crimsusp=ATT GLA/CPW, typeofid=R, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5292014, pct=113, crimsusp=FELOLY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Z, agerange=<20, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5142014, pct=75, crimsusp=LARCENY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=Z, premname=PUBLIC SIDEWALK, city=BROOKLYN
datestop=5182014, pct=5, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=Y, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=H, premname=HALLWAY, city=MANHATTAN
datestop=5112014, pct=9, crimsusp=CRIMINAL POSSESION O, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=EAST RIVER PARK FIELD #5, city=MANHATTAN
datestop=5082014, pct=107, crimsusp=GLA, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5092014, pct=66, crimsusp=MISD, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5122014, pct=79, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=H, premname=SIDEWALK, city=BROOKLYN
datestop=5272014, pct=106, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BK, build=M, premname=STREET, city=QUEENS
datestop=5232014, pct=101, crimsusp=CSCS, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5232014, pct=121, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5202014, pct=50, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5232014, pct=60, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=WALKWAY, city=BROOKLYN
datestop=5132014, pct=75, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=PARKING LOT, city=BROOKLYN
datestop=5152014, pct=102, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=50+, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=GY, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5272014, pct=26, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=T, premname=, city=MANHATTAN
datestop=5122014, pct=32, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=GY, eyecolor=BR, build=M, premname=PUBLIC SIDEWALK, city=MANHATTAN
datestop=5062014, pct=121, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=, city=STATEN ISLAND
datestop=5232014, pct=101, crimsusp=FEL, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=LOBBY, city=QUEENS
datestop=5092014, pct=121, crimsusp=GLA, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=6'0''- 6'5'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5182014, pct=120, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=STATEN ISLAND
datestop=5232014, pct=101, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STORE, city=QUEENS
datestop=5232014, pct=47, crimsusp=FEL/CPW, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BA, eyecolor=BR, build=T, premname=STREET, city=BRONX
datestop=5312014, pct=105, crimsusp=MISD, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BR, eyecolor=BR, build=M, premname=PARK/PLAYGROUND, city=QUEENS
datestop=5142014, pct=67, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5142014, pct=84, crimsusp=BURGLARY (FEL), typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5052014, pct=109, crimsusp=GRAND LARC, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=PARK, city=QUEENS
datestop=5232014, pct=101, crimsusp=CPW, typeofid=V, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=P, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=QUEENS
datestop=5282014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5232014, pct=123, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=HA, build=T, premname=STREET, city=STATEN ISLAND
datestop=5272014, pct=26, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=P, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=, city=MANHATTAN
datestop=5132014, pct=73, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=Y, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=APARTMENT, city=BROOKLYN
datestop=5022014, pct=121, crimsusp=ROBBERY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BK, build=M, premname=STREET, city=STATEN ISLAND
datestop=5212014, pct=5, crimsusp=CRIMINAL TRESPASS, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=MANHATTAN
datestop=5232014, pct=79, crimsusp=CPW, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=N, contrabn=Y, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5302014, pct=105, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5212014, pct=121, crimsusp=FELONY, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=W, agerange=50+, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5302014, pct=79, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=SCHOOL LOBBY, city=BROOKLYN
datestop=5082014, pct=115, crimsusp=GLA, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=50+, htrange=5'0''- 5'5'', weightrange=200-224, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5302014, pct=107, crimsusp=ROBBERY, typeofid=V, arstmade=Y, offunif=N, frisked=Y, searched=N, contrabn=Y, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5282014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=QUEENS
datestop=5072014, pct=121, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5232014, pct=79, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5202014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5082014, pct=123, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=COMMERCIAL, city=STATEN ISLAND
datestop=5152014, pct=81, crimsusp=FELONY, typeofid=P, arstmade=Y, offunif=N, frisked=Y, searched=Y, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5272014, pct=26, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=T, premname=, city=MANHATTAN
datestop=5082014, pct=84, crimsusp=MAKING GRAFFITI, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=Z, premname=ALLEY, city=BROOKLYN
datestop=5072014, pct=84, crimsusp=CPM, typeofid=O, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5232014, pct=44, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BRONX
datestop=5092014, pct=62, crimsusp=BURGLARY, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=30-39, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5262014, pct=94, crimsusp=FELONY, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=30-39, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BA, eyecolor=BR, build=M, premname=SIDEWALK, city=BROOKLYN
datestop=5232014, pct=66, crimsusp=FEL, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=20-29, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=HA, build=T, premname=STREET, city=BROOKLYN
datestop=5062014, pct=103, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=Y, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=250+, haircolor=BK, eyecolor=BR, build=M, premname=, city=QUEENS
datestop=5292014, pct=7, crimsusp=CRIM TRES, typeofid=P, arstmade=Y, offunif=Y, frisked=Y, searched=Y, contrabn=N, sex=M, race=Q, agerange=40-49, htrange=5'5''- 5'11'', weightrange=200-224, haircolor=BK, eyecolor=BR, build=M, premname=6 STAIRWELL, city=MANHATTAN
datestop=5182014, pct=123, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=GR, build=M, premname=SHOPPING PLAZA, city=STATEN ISLAND
datestop=5232014, pct=79, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=BROOKLYN
datestop=5262014, pct=114, crimsusp=FEL, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'0''- 5'5'', weightrange=150-159, haircolor=BR, eyecolor=BR, build=M, premname=PARKING LOT, city=QUEENS
datestop=5232014, pct=41, crimsusp=CPW, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BR, eyecolor=BR, build=T, premname=SIDEWALK, city=BRONX
datestop=5252014, pct=79, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=BROOKLYN
datestop=5312014, pct=121, crimsusp=MISDEMEANOR, typeofid=P, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=W, agerange=<20, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=T, premname=STREET, city=STATEN ISLAND
datestop=5272014, pct=26, crimsusp=ROBBERY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=SIDWALK, city=MANHATTAN
datestop=5312014, pct=49, crimsusp=ROBBERY, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=180-189, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BRONX
datestop=5092014, pct=42, crimsusp=MISD, typeofid=P, arstmade=Y, offunif=Y, frisked=N, searched=N, contrabn=Y, sex=M, race=B, agerange=40-49, htrange=5'5''- 5'11'', weightrange=160-169, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BRONX
datestop=5282014, pct=104, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=PRIVATE GARAGE, city=QUEENS
datestop=5232014, pct=6, crimsusp=CPM, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=MANHATTAN
datestop=5232014, pct=79, crimsusp=BURGLARY, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BR, eyecolor=BL, build=M, premname=PUBLIC SIDEWALK, city=BROOKLYN
datestop=5222014, pct=7, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=Q, agerange=20-29, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=MANHATTAN
datestop=5282014, pct=44, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=SIDEWALK, city=BRONX
datestop=5182014, pct=81, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=6'0''- 6'5'', weightrange=200-224, haircolor=BK, eyecolor=BK, build=H, premname=PUBLIC STREET, city=BROOKLYN
datestop=5252014, pct=122, crimsusp=PET LARC FROM VEH, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=W, agerange=<20, htrange=5'0''- 5'5'', weightrange=160-169, haircolor=BR, eyecolor=BR, build=M, premname=TRAIN STATION, city=STATEN ISLAND
datestop=5102014, pct=20, crimsusp=MISD, typeofid=P, arstmade=N, offunif=N, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=190-199, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=MANHATTAN
datestop=5232014, pct=79, crimsusp=CPW, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=20-29, htrange=6'0''- 6'5'', weightrange=160-169, haircolor=BK, eyecolor=BK, build=M, premname=STREET, city=BROOKLYN
datestop=5052014, pct=73, crimsusp=MISD, typeofid=P, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=M, race=B, agerange=50+, htrange=5'5''- 5'11'', weightrange=170-179, haircolor=BK, eyecolor=BR, build=M, premname=R/O, city=BROOKLYN
datestop=5152014, pct=113, crimsusp=MISDEMEANOR, typeofid=V, arstmade=N, offunif=Y, frisked=N, searched=N, contrabn=N, sex=F, race=B, agerange=30-39, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5012014, pct=105, crimsusp=FELONY, typeofid=P, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=40-49, htrange=6'0''- 6'5'', weightrange=190-199, haircolor=BR, eyecolor=BR, build=M, premname=STREET, city=QUEENS
datestop=5082014, pct=67, crimsusp=FEL, typeofid=V, arstmade=N, offunif=N, frisked=Y, searched=N, contrabn=N, sex=F, race=B, agerange=<20, htrange=5'5''- 5'11'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=STREET, city=BROOKLYN
datestop=5172014, pct=121, crimsusp=CPW, typeofid=V, arstmade=N, offunif=Y, frisked=Y, searched=N, contrabn=N, sex=M, race=B, agerange=<20, htrange=5'0''- 5'5'', weightrange=<150, haircolor=BK, eyecolor=BR, build=T, premname=SIDEWALK, city=STATEN ISLAND
